Company Name,BSE id,NSE id
RCS VANASPATI INDUSTRY LTD.,,RCSVANP
SUNRAJ DIAMOND EXPORTS LTD.,,SUNRAJDI
TITAN FOODS &amp; FASHIONS LTD.,,TITANFO
B S APPLIANCES LTD.,,BSAPPLI
NEW ERA URBAN AMENITIES LTD.,,NWERURB
MIG-WELD &amp; MACHINES LTD.,,MGWLMAC
POLAR MARMO AGGLOMERATES LTD.,,POLMRMO
SHAW WALLACE ELECTRONICS LTD.,,SHWALEL
VIKRAM PROJECTS LTD.,,VKRMPRJDM
TAMILNAD HOSPITAL LTD.,,TMLNDHS
RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,,RIIL
ALSA MARINE &amp; HARVESTS LTD.,,ALSAMRN-B
SHARP INDIA LTD.,,SHARP
RADAN MULTIMEDIA LTD.,,RADMULT
TECHTRAN POLYLENSES LTD.,,TECPO
ELECTROLUX KELVINATOR LTD.,,ELETROLUXK
IND BANK HOUSING LTD.,,INDBNK
JAI MATA GLASS LTD.,,JAIMATAG
RAVI HI-TECH LTD.,,RAVIHTC
GUJARAT SUSPENSION LTD.,,GUJSSPN
LOTUS CHOCOLATE CO.LTD.,,LOTUSCHO
GUJARAT GAS CO.LTD.,,GUJRATGAS
PACIFIC INDUSTRIES LTD.,,PACIFICI
CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$,,CMMHOSP
LUNAR DIAMONDS LTD.,,LUNRDMD
PAMPASAR DISTILLERY LTD.,,PAMDIDM
VITAL FOODS LTD.,,VITLFOD
GUJARAT BAUXITE LTD.,,GUJBXIT
AANKIT GRANITES LTD.,,AANKITG
VISHVA ELECTRONICS (INDIA) LTD.,,VISHVEL
SURLUX MEDIQUIP LTD.,,SRLXMED
UNIVERSAL OFFICE AUTOMATION LTD.,,UNIOFFICE
RAINBOW PAPERS LTD.-$,,RAINBOWPAP
SPECIALITY PETROLUBES LTD.,,SPPTROL
AVON INDUSTRIES LTD.,,AVNCPRN
APM INDUSTRIES LTD.-$,,APMIN
PRECISION WIRES INDIA LTD.,,PRECWIRE
DYNA LAMPS &amp; GLASS WORKS LTD.,,DYNALMP
MONICA ELECTRONICS LTD.,,MONEL
HYDERABAD CONNECTRONICS LTD.,,HYDCONN
KRYPTON INDUSTRIES LTD.,,KRYPTONQ
S&amp;S INDUSTRIES &amp; ENTERPRISES LTD.,,SSIND-B1
NETWORK LTD.,,NETWORK
MORGAN INDUSTRIES LTD.,,MRGNIND
MARTIN BURN LTD.,,MARBU
CONCERT SPICES &amp; EXPORTS LTD.,,CNRTSPC
INTEGRATED RUBIAN EXPORTS LTD.,,INTRUBI
FUTURE RETAIL LTD.,,FRL
FLAWLESS DIAMOND (INDIA) LTD.,,FLAWLESD
MURABLACK INDIA LTD.,,MURABLK
S.I.PROPERTY DEVELOPMENT LTD.,,SIPRD
INDIAN TONERS &amp; DEVELOPERS LTD.-$,,INDTONER
JENSON &amp; NICHOLSON (INDIA) LTD.,,JENSONICOL
KUNSTSTOFFE INDUSTRIES LTD.,,KUNSTOFF
IRCON INTERNATIONAL LTD.,,IRCONIN
SHIPPING CORPORATION OF INDIA LTD.,,SCI
NORTECH INDIA LTD.,,NORTECHDM
UNICORP INDUSTRIES LTD.,,UNICORP-B
SIKA INTERPLANT SYSTEMS LTD.,,SIKA
CHOKHANI GLOBAL EXPRESS LTD.,,CHOKGLB
ITI LTD.,,ITI
D.K.CHEMO-PLAST LTD.,,DKCHEMO
RISHABH INDUSTRIES LTD.,,RISHABH
DREDGING CORPORATION OF INDIA LTD.,,DREDGECORP
PHAARMASIA LTD.,,PHRMASI
BELLS CONTROLS LTD.,,BELLCONT
Poddar Housing and Development Ltd,,PODDAR
NATIONAL FERTILIZERS LTD.,,NFL
UNIPORT COMPUTERS LTD.,,UNIPORT
VASHISTI DETERGENTS LTD.,,VASHISTIDET
IP RINGS LTD.-$,,IPRINGLTD
VENKYS(IND),,VENKYSI
P.I.INDUSTRIES LTD.,,PIIND
HALLMARK HEALTHCARE LTD.,,LIFELINDM
PLASTIBLENDS INDIA LTD.-$,,PLASTIBLEN
REDEX PROTECH LTD.,,REDEXPR
Kkalpana Plastick Limited,,KKPLASTICK
UNILITE INDUSTRIES LTD.,,UNILITE
RISHIROOP RUBBER (INTERNATIONAL) LTD.,,RISHIRUB
WATERBASE LTD.,,WATERBASE
SITAPUR PLYWOOD MANUFACTURERS LTD.,,SITAPLY
DEV FASTENERS LTD.,,DEVFA
NOIDA MEDICARE CENTRE LTD.,,NOIMC
FLEX FOODS LTD.-$,,FLEXFO
GOLKUNDA DIAMONDS &amp; JEWELLERY LTD.,,GOLKUNDIA
MALANPUR LEATHERS LTD.,,MALANLT
BTW INDUSTRIES LTD.,,BTWIN
KRYSTAL POLYFAB LTD.,,KRYSTPL
MS SHOES EAST LTD.,,MSSHOES
APCOTEX INDUSTRIES LTD.,,APCOTEXIND
Fortis Malar Hospitals Limited,,FORTISMLR
MIDLAND PLASTICS LTD.,,MIDLANDP
PACKTECH INDUSTRIES LTD.,,PACKTEC
MASTEK LTD.,,MASTEK
EIMCO ELECON (INDIA) LTD.,,EIMCOELECO
SAYAJI HOTELS LTD.,,SAYAJIHOTL
JMG CORPORATION LTD.,,JMGCORP
ASHIANA HOUSING LTD.-$,,ASHIANA
ASHOK FASHIONS LTD.,,ASHOKFSDM
SVAM SOFTWARE LTD.,,SVAMSOF
VIJAY SHANTHI BUILDERS LTD.,,VIJSHAN
KHAITAN PAPER MACHINES LTD.,,KHPAPER
SIDDHARTHA TUBES LTD.,,SIDDHATUBE
ECOBOARD INDUSTRIES LTD.,,ECOBOAR
Dhunseri Petrochem Limited-$,,DPL
ALACRITY HOUSING LTD.,,ALACRIHS
IO SYSTEM LTD.,,IOSYSTEM
EPC INDUSTRIE LTD.,,EPCIN
SREI INFRASTRUCTURE FINANCE LTD.,,SREINFRA
INFORMATION TECHNOLOGIES (INDIA) LTD.,,ITIL
SATNAM EXPORTS (INDIA) LTD.,,SATNEXP
SAKURA SEIMITSU INDIA LTD.,,SAKURAS-B
ICCON OIL &amp; SPECIALITIES LTD.,,ICCON
GUJARAT BOROSIL LTD.,,GUJBOROS
INTERGRATED DIGITAL INFO SERVICES LTD.,,IDISL
SOUTHERN SHELTERS LTD.,,SSHELTR
Y.S.PORCELAIN TUBES INDIA LTD.,,YSPORCL
RAS EXTRUSIONS LTD.,,RASEXTR
Mitshi India Ltd,,MITSHI
AVIKEM RESINS LTD.,,AVIKMRS
INDIA RUBBER LTD.,,INDRUBR
SHUKRA JEWELLERS LTD.,,SHUKJEW
MAZDA LTD.-$,,MAZDALTD
GLOBAL INFRASTRUCTURE &amp; TECHNOLOGIES LTD.,,GLOBT
VICEROY HOTELS LTD.,,VICEROY
HANI INDUSTRIES LTD.,,HANIIND
GOM INDUSTRIES LTD.,,GOMIND
J.F.LABORATORIES LTD.,,JFLABS
GWALIOR TRANSMISSION SYSTEMS LTD.,,GWALTRN
BHOR INDUSTRIES LTD.,,BHORIND
DIVINE MULTIMEDIA (INDIA) LTD.,,DIVINE
ARHAT INDUSTRIES LTD.,,ARHTIND
SRINIVASA SMELTERS LTD.,,SRINSME
NEO CORP INTERNATIONAL LTD.,,NEOCORP
THAPAR EXPORTS LTD.,,THPAPEX
DUPONT SPORTSWEAR LTD.,,DUPONTS
SOVEREIGN DIAMONDS LTD.,,SOVERDIA
MENON BEARINGS LTD.-$,,MENONBE
FLEETWELD (INDIA) LTD.,,FLEETWL
MUKAT PIPES LTD.-$,,MUKATPIP
MANGALWEDHA SUN-SOYA LTD.,,MANGALW
GUJARAT RAFFIA INDUSTRIES LTD.,,GUJRAFIA
SIMPLEX INFRASTRUCTURES LTD.,,SIMPLEXINF
INNOVATIVE TECH PACK LTD.,,INNOVTEC
Super Tannery Limited,,SUPTANERY
INVICTA MEDITEK LTD.,,INVICTA
SKYPAK SERVICE SPECIALIST LTD.,,SKYSS
SRUSHTI SHOES LTD.,,SRSHTSHDM
AXTEL INDUSTRIES LTD.,,AXTEL
NUCOR WIRES LTD.,,NUCORWR
SEEMA INDUSTRIES LTD.,,ZSEEMEINDM
TORRENT CABLES LTD.,,TORRCABS
ESSEM CATALYST LTD.,,ESSMCAT
GYAN LEATHERBOARD LTD.,,GYANLTH
DHOOT INDUSTRIES LTD.,,DHOOTIND
DSQ SOFTWARE LTD.,,DSQSOFT
UBE INDUSTRIES LTD.,,UBEINDL
MAGNA INDUSTRIES &amp; EXPORTS LTD.,,MAGNA
PRECISION CONTAINEURS LTD.,,PRECISION
JYOTI OVERSEAS LTD.,,JYOTIOVR
TOTAL EXPORTS LTD.,,TOTEX
GUJARAT SPECIALITY LUBES LTD.,,GUJSPLB
MAGNUS RUBBER INDUSTRIES LTD.,,MAGNSRB
MICRO INKS LTD.,,MICROINK
V R WOODART LTD.,,VRWODAR
D.S.KULKARNI DEVELOPERS LTD.,,DSKULKARNI
GEM EYEADORNS LTD.,,GEMEYDM
CROWN TELEVISION LTD.,,CROWNTV
AVI PHOTOCHEM LTD.,,AVIPHOT
BHARAT THERMITE LTD.,,BHTERMI
INTERLINK EXPORTS LTD.,,INTRLNK
DATALINE &amp; RESEARCH TECHNOLOGIES (INDIA) LTD.,,DATALIN
MAGMA FINCORP LTD.,,MAGMA
GUJARAT HIGH TECH INDUSTRIES LTD.,,GUJHITC
RAASHI FERTILIZERS LTD.,,RAASHIF
GENOMICS BIOTECH LTD.,,GENOMICS
HINDUSTAN FLUOROCARBONS LTD.,,HINFLUR
Kingfa Science &amp; Technology (India) Ltd,,KINGFA
Patidar Buildcon Limited,,PATIDAR
RAMA PHOSPHATES LTD.,,RAMAPHO
VENLON ENTERPRISES LTD.,,VENLONENT
UNIALKEM FERTILIZERS LTD.,,ZUNIALK
PET PLASTICS LTD.,,PETPLST
POLYPLEX CORPORATION LTD.,,POLYPLEX
PANTHER INDUSTRIAL PRODUCTS LTD.,,PANIDPR
VARUN POLYMOL ORGANICS LTD.,,VARNPLY
CHEMECH LABORATORIES LTD.,,CHEMECHDM
SERENE INDUSTRIES LTD.,,SRNEDYE
AMRACHEDM,,AMRACHEDM
ALBERT DAVID LTD.-$,,ALBERTDA
HARYANA LEATHER CHEMICALS LTD.,,HARLETH
HARLEYSTREET PHARMACEUTICALS LTD.,,HARLPHR
MONSANTO INDIA LTD.,,MONSANTO
UNICORN ORGANICS LTD.,,UNICORN
ACRYSIL LTD.,,ACRYSIL
JUPITER BIOTECH LTD.,,JUPIBIOT
LINEAR POLYMERS LTD.,,LINEARPO
SUMEX CHEMICALS LTD.,,SUMEXCH
ORGANIC CHEMOILS LTD.,,ORGCHEM
KABRA EXTRUSIONTECHNIK LTD.,,KABRAEXTRU
PHARMACEUTICALS PRODUCTS OF INDIA LTD.,,PHARMA-B1
PROTCHEM INDUSTRIES (INDIA) LTD.,,PROTCHEM
KPL INTERNATIONAL LTD.,,KPLINT
INDIAN MAIZE &amp; CHEMICALS LTD.,,INDMAIZ
CEPHAM PHARMACEUTICALS LTD.,,CEPHAMP
THIRNCH,,THIRNCH
VINYL CHEMICALS (INDIA) LTD.,,VINYLINDIA
PEE CEE COSMA SOPE LTD.,,PCCOSMA
MAHINDRA COMPOSITES LTD.-$,,MAHINCOMP
CHEMINOR DRUGS LTD.,,CHDRGDM
BONANZA PHARMACEUTICALS LTD.,,BONANZA
BLUE BLENDS PETROCHEMICALS LTD.,,BLUBPTR
TCM LTD.,,TCMLMTD
SMZS CHEMICALS LTD.,,SMZS
PFIMEX PHARMACEUTICALS LTD.,,PFIMEXP
ZSHRAYPE,,ZSHRAYPE
IOL CHEMICALS &amp; PHARMACEUTICALS LTD.,,IOLCP
WYTHLAB-B,,WYTHLAB-B
TITANOR COMPONENTS LTD.,,TITACOM
DSQ BIOTECH LTD.,,DSQBIO
KESAR PETROPRODUCTS LTD.,,KESARPE
PAINTEX CHEMICALS (BOMBAY) LTD.,,PNTXCHM
ROCK HARD PETROCHEMICAL INDUSTRIES LTD.,,ROCKHARD
BENZO PETROCHEMICALS LTD.,,BNZOPTR
VINATI ORGANICS LTD.-$,,VINATIORGA
LACTOSE (INDIA) LTD.,,LACTOSE
TEESTA AGRO INDUSTRIES LTD.,,TEEAI
ASTRON DRUGS AND INDUSTRIES LTD.,,ASTDRUG
AARTI INDUSTRIES LTD.,,AARTIIND
PENTOKEY ORGANY (INDIA) LTD.,,PNTKYOR
WANBURY LTD.,,WANBURY
KINGS CHEMICALS &amp; DISTILLERIES LTD.,,KINGCHD
RESONANCE SPECIALTIES LTD.-$,,RESONANCE
NARIMAN POINT CHEMICAL INDUSTRIES LTD.,,NPNTCHM
GUJARAT AMBUJA EXPORTS LTD.,,GAEL
RASHTRIYA CHEMICALS &amp; FERTILIZERS LTD.,,RCF
MAHARASHTRA POLYBUTENES LTD.,,MAHAPOL
ZMRPL(5),,ZMRPL(5)
GUJARAT INJECT (KERALA) LTD.,,GUJINJEC
SKG SOLVEX LTD.,,SKGSOLV
FERTILIZERS &amp; CHEMICALS TRAVANCORE LTD.,,FACT
PRADEEP DRUG CO.LTD.,,PRDEPDRDM
LALIT POLYMERS &amp; ELECTRONICS LTD.,,LALITPL
PRIME PETRO PRODUCTS LTD.,,PRIMEPT
KRISHNA PLASTO CHEM LTD.,,KRSHPLS
DAURALA ORGANICS LTD.,,DAURALA
CONSOLIDATED FIBRES AND CHEMICALS LTD.,,CONSOLFI
UNIMERS INDIA LTD.,,UNIMERQ
MAGNA COLORS LTD.,,MAGNACOL
CEBON INDIA LTD.,,CBONIND
DUJODWALA PAPER CHEMICAL LTD.-$,,DUJODPPR
KOPRAN LTD.,,KOPRAN
AIMCO PESTICIDES LTD.,,AIMCOPEST
VYSALI PHARMACEUTICALS LTD.,,VYSLIPH
HILTON INTERMEDIATES LTD.,,HILTINT
VBC INDUSTRIES LTD.,,VBCIND
VIJAYSHREE CHEMICALS INDIA LTD.,,VIJAYCH
GUJARAT TERCE LABORATORIES LTD.,,GUJTERC
HINDUSTAN PHOTO FILMS MFG.CO.LTD.,,HINPHOT
PREYANSHU INDUSTRIES LTD.,,PREYANS
KABRA DRUGS LTD.,,KABRADG
SEYA INDUSTRIES LTD.,,SEYAIND
JAYANT AGRO-ORGANICS LTD.,,JAYAGROGN
BCL Industries and Infrastructures Ltd-$,,BCL
SHREE HARI CHEMICALS EXPORT LTD.,,SHHARICH
MADHU REFOILS &amp; CHEMICALS LTD.,,MADHURE
INDO BORAX &amp; CHEMICALS LTD.-$,,INDOBORAX
ELEGANT PHARMACEUTICALS LTD.,,ELEGNPH
INTERNATIONAL CATALYSTS LTD.,,ICATLYS
AARTI DRUGS LTD.,,AARTIDRUGS
NACRO CHEMICALS LTD.,,NACROCH
SOLAR FARMACHEM LTD.,,SOLARFM
SPL POLYMERS LTD.,,SPLPOLY
CLARO INDIA LTD.,,CLARIND
MILESTONE ORGANICS LTD.,,MILEORG
BODAL CHEMICALS LTD.,,BODALCHEM
Orchid Pharma Ltd,,ORCHIDPHAR
EPIC ENZYMES PHARMACEUTICALS &amp; INDUSTRIAL CHEMICALS LTD.-$,,EPICENZY
JMDE PACKAGING &amp; REALTIES LTD.,,JMDEPACKR
JNAKINT,,JNAKINT
RATNA DRUGS LTD.,,RINADRG
OMNI DYE-CHEM EXPORTS LTD.,,OMNDE
AMINXCHDM,,AMINXCHDM
CRAZY INFOTECH LTD.,,CRAZYINF
MANAV PHARMA LTD.,,MHNAVPH
VIMTA LABS LTD.-$,,VIMTALABS
BIOFIL CHEMICALS &amp; PHARMACEUTICALS LTD.,,BIOFILCHEM
DAMANIA PHARMA LTD.,,DMNIAPH
ISHITA DRUGS &amp; INDUSTRIES LTD.,,ISHITADR
MARUTI ORGANICS LTD.,,MRUTIOR**
MARKSANS PHARMA LTD.,,MARKSANS
OMEGA LABORATORIES LTD.,,OMEGALAB
UNIVERSAL STARCH-CHEM ALLIED LTD.,,UNIVSTAR
SRHHL INDUSTRIES LTD.,,SRHHL
AAREY DRUGS &amp; PHARMACEUTICALS LTD.,,AREYDRG
NORRIS MEDICINES LTD.,,NORRIS
CDR MEDICAL INDUSTRIES LTD.,,CDRMEDI
HI-TECH DRUGS LTD.,,HITCHDR
SILCAL METALLURGICAL LTD.,,SILCAL
KARNAV LEATHER CHEMICALS LTD.,,KARLECH
ASIAN PETROPRODUCTS &amp; EXPORTS LTD.,,ASINPET
ZORA PHARMA LTD.,,ZORAPHA
CAMEX LTD.,,CAMEXLTD
RAHI CHEMICALS LTD.,,RAHICEM
Kavit Industries Limited,,KAVITIND
SABERO ORGANICS GUJARAT LTD.,,SABERORGAN
AHLCON PARENTERALS (INDIA) LTD.,,AHLCONQ
ORION ACIDS &amp; CHEMICALS LTD.,,ORIACID
SUNSTAR LUBRICANTS LTD.,,SUNSL
CUREFAST REMEDIES LTD.,,CUREREM
INDO EURO INDCHEM LTD.,,INDOEURO
RICHLINE PHARMA LTD.,,RICHLNP
PAAM DRUGS &amp; PHARMACEUTICALS LTD.,,PAMDRGS
CHEMOX LABORATORIES LTD.,,CHEMLAB-B
CORE ORGANICS LTD.,,COREORG
WHITE WAY PRODUCTS (PHARMA) LTD.,,WHITEPR
SYNCOM FORMULATIONS (INDIA) LTD.-$,,SYNCOMF
HITECH ORGOCHEM LTD.,,HITECOR
ZILLION PHARMACHEM LTD.,,ZILLOPH
ESSKAY PHARMACEUTICALS LTD.,,ESSPHRM
RIDDHI SIDDHI GLUCO BIOLS LTD.-$,,RIDDHI
SHILPAX LABORATORIES LTD.,,SHILPLA
TRANS MEDICARE LTD.,,TRAMEDI
STILBENE CHEMICALS LTD.,,STLBNCH
SVC SUPERCHEM LTD.,,SVCSUPE
IPCA LABORATORIES LTD.,,IPCALAB
NEW WORLD MEDICAL (INDIA) LTD.,,NEWRLDM
MERCURY PHYTOCHEM LTD.,,MRCRYPH
KILITCH DRUGS (INDIA) LTD.,,KILITCH
RAAJ MEDISAFE INDIA LTD.,,RAAJMEDI
REVATI ORGANICS LTD.,,REVAORG
CORAL LABORATORIES LTD.,,CORALAB
VORIN LABORATORIES LTD.,,VORLADM
RENCAL CHEMICALS (INDIA) LTD.,,RENCHEM
BOMBAY DRUGS &amp; PHARMAS LTD.,,BOMDRDM
TULASEE BIO-ETHANOL LTD.,,TULASEEBIOE
BACIL PHARMA LTD.,,BACPHAR
KREBS BIOCHEMICALS &amp; INDUSTRIES LTD.-$,,KREBSBIO
KMC SPECIALITY HOSPITALS (INDIA) LTD.,,KMCSHIL
LAFFANS PETROCHEMICALS LTD.-$,,LAFFANSQ
VELVETTE INTERNATIONAL PHARMA PRODUCTS LTD.,,VELVINT
EARNEST HEALTHCARE LTD.,,EARNHEA-B
BHASKAR AGROCHEMICALS LTD.,,BHASKAGR
SUN STAR CHEMICALS LTD.,,SUNSTAR
ALLIED RESINS &amp; CHEMICALS LTD.,,ALLRESN
SECUNDERABAD HEALTHCARE LTD.,,SECHE
SUKHJIT STARCH &amp; CHEMICALS LTD.-$,,SUKHJITS
SHABA CHEMICALS LTD.,,SHABCHM
SHARMA EAST INDIA HOSPITALS &amp; MEDICAL RESEARCH LTD.,,SHARMEH
SHASUN PHARMACEUTICALS LTD.,,SHASUNPHAR
MSD INDUSTRIAL ENTERPRISES LTD.,,ANILALM
MAHA CHEMICALS LTD.,,MAHACHMDM
NEULAND LABORATORIES LTD.,,NEULANDLAB
GAYATRI BIOORGANICS LTD.,,GAYATRIBI
SHAPER CHEMICALS LTD.,,SHAPCHMDM
ECLAT CHEMICALS LTD.,,ECLATCH
PODDAR PIGMENTS LTD.-$,,PODARPIGQ
PHARMAIDS PHARMACEUTICALS LTD.,,PHARMAID
RAVISH INFUSIONS LTD.,,RAVIINF
VIVID GLOBAL INDUSTRIES LTD.,,VIVIDIND
DOLPHIN LABORATORIES LTD.,,DOLPLAB
PRIYA LTD.-$,,PRIYALT
TIRUPATI STARCH &amp; CHEMICALS LTD.,,TIRUSTA
KANORIA DYCHEM LTD.,,KANODYE
QUALITY PHARMACEUTICALS LTD.,,QUAPHAMDM
Emed.com Technologies Ltd,,EMEDTECH
Hemo Organic Limited,,HEMORGANIC
JD ORGOCHEM LTD.,,JDORGOCHEM
ASHOK ALCO-CHEM LTD.,,ASHOKALC
ALCHEMIE ORGANICS LTD.,,ALCORDM
AKSHARCHEM (INDIA) LTD.-$,,AKSCHEM
FCL TECHNOLOGIES &amp; PRODUCTS LTD.,,FCLTECH
SHIVA MEDICARE LTD.,,SHIVMED
KAMRON LABORATORIES LTD.,,KAMRLAB
BERYL DRUGS LTD.,,BERLDRG
RATHI GRAPHIC TECHNOLOGIES LTD.,,RATHIGRA
STELLAR DRUGS LTD.,,STELADG
INDIAN EXTRACTIONS LTD.,,INDXTRA
PASUMAI IRRIGATION LTD.,,PASUMIR
iStreet Network Limited,,ISTRNETWK
GAGAN GASES LTD.,,GAGAN
SRIMAN PETROCHEMICALS LTD.,,SRIMANP
PARKER AGROCHEM EXPORTS LTD.-$,,PARKERAC
IOTA CHEMICULTURE LTD.,,IOTACH
RELISH PHARMACEUTICALS LTD.,,RELISH
ALUFLUORIDE LTD.,,ALUFLUOR
SS ORGANICS LTD.,,SSORGS
ARCHIT ORGANOSYS LTD.,,ARCHITORG
Sikozy Realtors Limited,,SIKOZY
STERLING BASIC ORGANICS LTD.,,STERLCH
VITARA CHEMICALS LTD.,,VITACHM-B
INDO AMINES LTD.-$,,INDOAMIN
NARMADA CHEMATUR PETROCHEMICALS LTD.,,NARMADACHEM
IND-SWIFT LTD.,,INDSWFTLTD
NATURAL CAPSULES LTD.,,NATCAPSUQ
WELCURE DRUGS &amp; PHARMACEUTICALS LTD.,,WELCURE
BHARAT IMMUNOLOGICALS &amp; BIOLOGICALS CORPORATION LTD.-$,,BIBCL
ADD-LIFE PHARMA LTD.,,ADDLP
SAVITA OIL TECHNOLOGIES LTD.,,SOTL
HESTER BIOSCIENCES LTD.,,HESTERBIO
PINKY CHEMICALS LTD.,,PINKCHM
KABSONS INDUSTRIES LTD.,,KABSON
U.P.LIME-CHEM LTD.,,UPLIMEC
HINDUSTAN INDUSTRIAL CHEMICALS LTD.,,HINCHEM
METROCHEM INDUSTRIES LTD.-$,,METROCHE
KANVA HYDRO-CHEM LTD.,,KANVHYD
BASANT AGRO TECH (INDIA) LTD.-$,,BASANTGL
PARENTERAL DRUGS (INDIA) LTD.-$,,PARENTLD
R.S.PETROCHEMICALS LTD.,,RSPETRO
ASIAN FERTILIZERS LTD.,,ASIANFR
PIONEER PRODUCTS LTD.,,PIONEPD
KILBURN CHEMICALS LTD.-$,,KILBURNC
KEDIA CHEMICAL INDUSTRIES LTD.,,KEDIACHE
SANDU PHARMACEUTICALS LTD.,,SANDUPHQ
NAGARJUNA AGRICHEM LTD.,,NAGAAGRI
VISTA PHARMACEUTICALS LTD.,,VISTAPH
SUN PHARMACEUTICAL INDUSTRIES LTD.,,SUNPHARMA
TITAN BIOTECH LTD.,,TITANBIO
Socrus Bio Sciences Limited,,SOCRUSBIO
TRIA FINE-CHEM LTD.,,TRIAFIN
BIJOY HANS LTD.,,BIJHANS
BHUVAN TRIPURA INDUSTRIES LTD.,,BHUTI
SPAN DIAGNOSTICS LTD.-$,,SPANDIAQ
MERVEN DRUG PRODUCTS LTD.,,MERVEND
JENBURKT PHARMACEUTICALS LTD.,,JENBURPH
HIKAL LTD.,,HIKAL
BENZO PETRO INTERNATIONAL LTD.,,BENZOCH
KPGELATDM,,KPGELATDM
CAPLIN POINT LABORATORIES LTD.,,CAPPL
FISCHER CHEMIC LTD.,,FISCHER
SIRIS LTD.,,SIRISLT-B
LINK PHARMA CHEM LTD.,,LINKPH
BHARAT STARCH INDUSTRIES LTD.,,BHASIDM
COMBAT DRUGS LTD.,,COMBDRG
GUJARAT MEDITECH LTD.,,GUJMEDI
EMAAI PHARMA LTD.,,EMAAIDG
WINTAC LTD.,,WINTAC
ARVIND INTERNATIONAL LTD.-$,,ARVINDIN
NOVA SURGIKOS LTD.,,NOVASUR
Nutraplus India Limited,,NUTRA
EMMESSAR BIOTECH &amp; NUTRITION LTD.,,EMMESSA
MAYA RASAYAN LTD.,,MAYARAS
LA MEDICAL DEVICES LTD.,,LAMEDICDM
NGL FINE-CHEM LTD.,,NGLFINE
ANMOL DRUGS &amp; PHARMACEUTICALS LTD.,,ANMOLDG
BAGRI MINERALS &amp; CHEMICALS LTD.,,BAGRICH
FINE DRUGS AND CHEMICALS LTD.,,FINEDRUG
SUPRIYA PHARMACEUTICALS LTD.,,SUPHA
T.I.PHARMA LTD.,,TIPHARM
ELDER PROJECTS LTD.,,ELDERPG
EVEREST ORGANICS LTD.,,EVERESTO
P.C.I.CHEMICALS AND PHARMACEUTICALS LTD.,,PCICHEM
MATRIX LABORATORIES LTD.,,MATRIXLAB
VARDHAMAN LABORATORIES LTD.,,VARDHCH
PALMACH,,PALMACH
HEMI PETRO PRODUCTS LTD.,,HEMPECH
VERONICA LABORATORIES LTD.,,VEROLAB
AUROBINDO PHARMA LTD.,,AUROPHARMA
CLARISIS ORGANICS LTD.,,CLARICH
PHYTO CHEM (INDIA) LTD.,,PHYTO
CEPHAM MILK SPECIALITIES LTD.,,CEPMS
EMERGY PHAARMA LTD.,,EMERGY
MARUTI INDUSTRIAL CARBOHYDRATES LTD.,,MARTICH
NATCO PHARMA LTD.,,NATCOPHARM
DYNAMIC INDUSTRIES LTD.-$,,DYNAMIND
PANAMA PETROCHEM LTD.,,PANAMAPET
UMEDIX INDIA LTD.,,UMEDXPH
BAL PHARMA LTD.,,BALPHARMA
JUPITER BIOSCIENCE LTD.-$,,JUPITER
BDH INDUSTRIES LTD.,,BDH
ELDER HEALTH CARE LTD.,,ELDERHCL
JAUSS POLYMERS LTD.,,JAUSPOL
ALPS LABORATORIES LTD.,,ALPSLAB
TUBETEC SEAMLESS LTD.,,TUBTECS
PROCAL ELECTRONICS INDIA LTD.,,PROCAL
KEMROCK INDUSTRIES &amp; EXPORTS LTD.,,KEMROCK
CHERAN CONSTRUCTION LTD.,,CHERCON
INDUSTRIAL PROGRESSIVE (INDIA) LTD.,,INDPROG
PRUDENTIAL POLYWEBS LTD.,,PRUDPOL
Globus Constructors &amp; Developers Limited,,GLOBUSCON
CUBEX TUBINGS LTD.,,CUBEXTUB
ASIAN AGALITE (INDIA) LTD.,,ASAGALI
CRYSTAL SOFTWARE SOLUTIONS LTD.,,CRYSS
JILICHEM LABORATORIES (INDIA) LTD.,,JILICHL
SARIKA PAINTS LTD.,,SARIPNT
RAM LEATHER EXPORTS LTD.,,RAMLEAT
POLYMECHPLAST MACHINES LTD.,,POLYCHMP
LUMINAIRE TECHNOLOGIES LTD.,,LUMITECH
SHRI LAKSHMI COTSYN LTD.,,SHLAKSHMI
DECCNPL,,DECCNPL
POINT PLAST LTD.,,POINTPL
KRM INTERNATIONAL LTD.,,KRMINT.
NAMASTE EXPORTS LTD.,,NAMASTEXP
NOVA INTERNATIONAL LTD.,,NOVAINT
MAYO HOSPITALS LTD.,,MAYOH
TEKNOMIN AQUA EXPORTS (INDIA) LTD.,,TKNOMIN
KCCL PLASTIC LTD.,,KCCLPLASTC
ICICON ELECTRONICS INDIA LTD.,,ICICONE
STELLANT SECURITIES (INDIA) LTD.,,STELLANT
GALAXY BEARINGS LTD.,,GALXBRG
REKVINA LABORATORIES LTD.,,VINRKLB
ACE LABORATORIES LTD.,,ACELABO-B
HANSAFLON PLASTO CHEM LTD.,,HANSFLN
SC Agrotech Ltd,,SCAGRO
SOUTHERN TOWNSHIP PROMOTERS LTD.,,SUTHTWNDM
SAGAR TOURIST RESORTS LTD.,,SGARRES
SHEZ LEATHERS LTD.,,SHEZLEADM
ROOFIT INDUSTRIES LTD.,,ROOFITIND
